,d18Op,lat,lon
80,-14.230562210083008,42.6375,-107.5125
81,-12.31884765625,42.6375,-105.0125
82,-11.038508415222168,42.6375,-102.5125
83,-9.841471672058105,42.6375,-100.0125
84,-9.182906150817871,42.6375,-97.5125
85,-8.757116317749023,42.6375,-95.0125
86,-8.512994766235352,42.6375,-92.5125
87,-8.593029022216797,42.6375,-90.0125
88,-12.554998397827148,44.5375,-119.99583333333334
89,-13.088305473327637,44.5375,-117.5125
90,-15.734453201293945,44.5375,-115.0125
91,-15.576713562011719,44.5375,-112.5125
92,-16.151212692260742,44.5375,-110.0125
93,-14.775347709655762,44.5375,-107.5125
94,-12.831742286682129,44.5375,-105.0125
95,-11.182214736938477,44.5375,-102.5125
96,-10.031330108642578,44.5375,-100.0125
97,-9.898642539978027,44.5375,-97.5125
98,-9.354670524597168,44.5375,-95.0125
99,-9.54004192352295,44.5375,-92.5125
100,-9.92171573638916,44.5375,-90.0125
101,-11.260906219482422,46.42916666666667,-119.99583333333334
102,-12.36563491821289,46.42916666666667,-117.5125
103,-14.230878829956055,46.42916666666667,-115.0125
104,-15.83255672454834,46.42916666666667,-112.5125
105,-13.753287315368652,46.42916666666667,-110.0125
106,-12.449360847473145,46.42916666666667,-107.5125
107,-12.38698959350586,46.42916666666667,-105.0125
108,-11.628194808959961,46.42916666666667,-102.5125
109,-10.73025131225586,46.42916666666667,-100.0125
110,-10.21914291381836,46.42916666666667,-97.5125
111,-10.722282409667969,46.42916666666667,-95.0125
112,-10.97643756866455,46.42916666666667,-92.5125
113,-11.734734535217285,46.42916666666667,-90.0125
114,-12.908154487609863,48.32083333333333,-119.99583333333334
115,-14.8013334274292,48.32083333333333,-117.5125
116,-13.89708423614502,48.32083333333333,-115.0125
117,-14.116048812866211,48.32083333333333,-112.5125
118,-13.011760711669922,48.32083333333333,-110.0125
119,-12.812039375305176,48.32083333333333,-107.5125
120,-12.531749725341797,48.32083333333333,-105.0125
121,-12.442574501037598,48.32083333333333,-102.5125
122,-11.450148582458496,48.32083333333333,-100.0125
123,-11.378758430480957,48.32083333333333,-97.5125
124,-12.28076457977295,48.32083333333333,-95.0125
125,-12.55003833770752,48.32083333333333,-92.5125
126,-12.994928359985352,48.32083333333333,-90.0125
127,-15.429474830627441,50.22083333333333,-119.99583333333334
128,-15.429893493652344,50.22083333333333,-117.5125
129,-17.12587547302246,50.22083333333333,-115.0125
130,-14.133456230163574,50.22083333333333,-112.5125
131,-13.640532493591309,50.22083333333333,-110.0125
132,-13.885013580322266,50.22083333333333,-107.5125
133,-14.15086841583252,50.22083333333333,-105.0125
134,-13.888516426086426,50.22083333333333,-102.5125
135,-13.091527938842773,50.22083333333333,-100.0125
136,-13.281707763671875,50.22083333333333,-97.5125
137,-13.95353889465332,50.22083333333333,-95.0125
138,-14.130892753601074,50.22083333333333,-92.5125
139,-14.059479713439941,50.22083333333333,-90.0125
140,-17.679283142089844,52.1125,-119.99583333333334
141,-18.68604850769043,52.1125,-117.5125
142,-16.893159866333008,52.1125,-115.0125
143,-15.044878005981445,52.1125,-112.5125
144,-14.308338165283203,52.1125,-110.0125
145,-14.929701805114746,52.1125,-107.5125
146,-15.217203140258789,52.1125,-105.0125
147,-14.895750045776367,52.1125,-102.5125
148,-14.328060150146484,52.1125,-100.0125
149,-14.366954803466797,52.1125,-97.5125
150,-14.923812866210938,52.1125,-95.0125
151,-15.180110931396484,52.1125,-92.5125
152,-15.300963401794434,52.1125,-90.0125
153,-17.792415618896484,54.0125,-119.99583333333334
154,-17.005352020263672,54.0125,-117.5125
155,-16.107589721679688,54.0125,-115.0125
156,-15.071969032287598,54.0125,-112.5125
157,-15.046304702758789,54.0125,-110.0125
158,-15.72548770904541,54.0125,-107.5125
159,-15.833627700805664,54.0125,-105.0125
160,-15.198465347290039,54.0125,-102.5125
161,-15.087987899780273,54.0125,-100.0125
162,-15.46677017211914,54.0125,-97.5125
163,-15.84124755859375,54.0125,-95.0125
164,-15.877606391906738,54.0125,-92.5125
165,-15.945377349853516,54.0125,-90.0125
166,-16.071514129638672,55.90416666666667,-119.99583333333334
167,-15.768969535827637,55.90416666666667,-117.5125
168,-15.534883499145508,55.90416666666667,-115.0125
169,-15.331689834594727,55.90416666666667,-112.5125
170,-15.698288917541504,55.90416666666667,-110.0125
171,-16.122419357299805,55.90416666666667,-107.5125
172,-16.242115020751953,55.90416666666667,-105.0125
173,-15.951117515563965,55.90416666666667,-102.5125
174,-15.951835632324219,55.90416666666667,-100.0125
175,-16.318588256835938,55.90416666666667,-97.5125
176,-16.363018035888672,55.90416666666667,-95.0125
177,-16.06344985961914,55.90416666666667,-92.5125
178,-16.09908103942871,55.90416666666667,-90.0125
179,-16.379159927368164,57.795833333333334,-119.99583333333334
180,-16.19812774658203,57.795833333333334,-117.5125
181,-16.236417770385742,57.795833333333334,-115.0125
182,-16.436891555786133,57.795833333333334,-112.5125
183,-16.66443634033203,57.795833333333334,-110.0125
184,-16.874923706054688,57.795833333333334,-107.5125
185,-17.01428985595703,57.795833333333334,-105.0125
186,-17.079280853271484,57.795833333333334,-102.5125
187,-17.134994506835938,57.795833333333334,-100.0125
188,-17.169906616210938,57.795833333333334,-97.5125
189,-16.934598922729492,57.795833333333334,-95.0125
190,-16.59276008605957,57.7625,-92.70416666666667
191,-16.875816345214844,59.69583333333333,-119.99583333333334
192,-17.075420379638672,59.69583333333333,-117.5125
193,-17.534215927124023,59.69583333333333,-115.0125
194,-17.604412078857422,59.69583333333333,-112.5125
195,-17.627614974975586,59.69583333333333,-110.0125
196,-17.756093978881836,59.69583333333333,-107.5125
197,-18.109840393066406,59.69583333333333,-105.0125
198,-18.27688980102539,59.69583333333333,-102.5125
199,-18.0858097076416,59.69583333333333,-100.0125
200,-17.826725006103516,59.69583333333333,-97.5125
201,-17.452133178710938,59.69583333333333,-95.0125
0,-3.382467269897461,14.5375,-92.22916666666667
1,-5.4620513916015625,14.220833333333333,-90.0125
2,-3.0313234329223633,16.1125,-97.5125
3,-2.7626538276672363,16.195833333333333,-95.00416666666666
4,-4.371667385101318,16.1125,-92.5125
5,-3.069432497024536,16.1125,-90.0125
6,-2.6951422691345215,18.020833333333336,-102.50416666666666
7,-5.214908599853516,18.0125,-100.0125
8,-8.168815612792969,18.0125,-97.5125
9,-3.1413791179656982,18.0125,-95.0125
10,-3.098395824432373,18.0125,-92.5125
11,-3.505044460296631,18.0125,-90.0125
12,-4.256954193115234,19.90416666666667,-105.0125
13,-8.511371612548828,19.90416666666667,-102.5125
14,-9.440471649169922,19.90416666666667,-100.0125
15,-7.425496578216553,19.90416666666667,-97.5125
16,-2.5966904163360596,19.90416666666667,-90.0125
17,-3.317100763320923,21.795833333333334,-105.0125
18,-9.174108505249023,21.795833333333334,-102.5125
19,-5.350171089172363,21.795833333333334,-100.0125
20,-2.5511817932128906,21.745833333333334,-97.54583333333333
21,-4.6761932373046875,23.695833333333333,-110.0125
22,-9.437795639038086,23.695833333333333,-105.0125
23,-8.012856483459473,23.695833333333333,-102.5125
24,-6.627448558807373,23.695833333333333,-100.0125
25,-2.3411853313446045,23.670833333333334,-97.74583333333334
26,-2.157749652862549,25.52916666666667,-112.10416666666667
27,-5.996771812438965,25.5875,-107.5125
28,-7.665835857391357,25.5875,-105.0125
29,-5.983180522918701,25.5875,-102.5125
30,-4.562600612640381,25.5875,-100.0125
31,-2.0978822708129883,25.5875,-97.5125
32,-2.039862632751465,27.620833333333334,-114.84583333333333
33,-3.5319859981536865,27.479166666666668,-112.5125
34,-3.4407806396484375,27.479166666666668,-110.0125
35,-9.831766128540039,27.479166666666668,-107.5125
